,logFC,level,p,Genus,ord
Crenarchaeota,-5.01908743401177,depleted,1.24379090813065e-05,Crenarchaeota,25.1912386702548
Chlorobi,-3.135740376621,depleted,0.00113483485639458,Chlorobi,9.83286770957122
candidate_division_WPS-2,2.33712399345847,enriched,0.000138095265860305,candidate_division_WPS-2,5.46214856079927
Candidatus_Saccharibacteria,1.48505856448886,enriched,9.48092327833011e-06,Candidatus_Saccharibacteria,2.20539893996172
Spirochaetes,-1.29778611061814,depleted,0.00288898457079055,Spirochaetes,1.68424878891336
