"","Envs","bacr.BC","Envs","bacp.BC"
"1","env1",-0.0843857654875874,"env1",0.76
"2","env2",0.0381086107382809,"env2",0.369
"3","env3",0.104201174040549,"env3",0.243
"4","env4",0.0210599162625,"env4",0.412
"5","env5",-0.0751273921191668,"env5",0.734
"6","env6",-0.0287096963283581,"env6",0.634
"7","env7",-0.135781441654153,"env7",0.829
"8","env8",-0.0051121604660429,"env8",0.455
"9","env9",0.0766138561545861,"env9",0.26
"10","env10",0.105063325247135,"env10",0.275
