Prevotella	Peptoniphilus	Anaerococcus	Porphyromonas	Bacteroides	Finegoldia	Lactobacillus	Dialister	Faecalibacterium	Streptococcus	Campylobacter	Sneathia	Gardnerella	Corynebacterium	Bifidobacterium	Coprococcus	Mobiluncus	Collinsella	Blautia	Clostridium	Ruminococcus	Atopobium	Roseburia	Lachnospira	Sutterella	Dorea	Peptostreptococcus	Phascolarctobacterium	Fusobacterium	Actinomyces	Oscillospira	Parabacteroides	Moryella	Gallicola	Megamonas	Delftia	Citrobacter	Pseudomonas	Bilophila	Parvimonas	Megasphaera	Paraprevotella	Desulfovibrio	Akkermansia	Peptococcus	Bulleidia	Odoribacter	Staphylococcus	Butyricimonas	Arcanobacterium	Haemophilus	Varibaculum	Granulicatella	Neisseria	Veillonella	Anaerostipes	Rothia	Shuttleworthia	Mogibacterium	Acidaminococcus	Aerococcus	Eggerthella	Slackia	Coprobacillus	Facklamia	Aggregatibacter	Alloscardovia	Lachnobacterium	Acinetobacter	Gemella	Capnocytophaga	Catenibacterium	Leptotrichia	Arthrobacter	Adlercreutzia	Aeromonas	Ureaplasma	Mitsuokella	Turicibacter	Lautropia	Lactococcus	Nitrospira	Vibrio	Escherichia	Bacillus	Anaerotruncus	Synechococcus	Streptomyces
Facklamia	0.731376656548874	0.629248968267416	0.467883469121238	0.512840648147567	0.43623769190459	0.556567394245103	0.822818351531854	0.858465920495437	0.663791510716212	0.257195926855228	0.678400500853559	0.68830716459432	0.00390124721995334	0.710425916571718	0.863619873095924	0.623542410515282	0.661268257103783	0.99447120527155	0.70586495708784	0.680275048586762	0.606691954245624	0.206965309909426	0.0402080425675636	0.668484644747983	0.922705153893119	0.817404234395656	0.64998949244232	0.614080536699108	0.768396333157858	0.931409223429085	0.573848698112412	0.378831013867337	0.751832783171854	0.926464208836712	0.728585681199261	0.954552393645377	0.834394770872668	0.955076889591053	0.441529961079922	0.806352759054835	0.920041256250699	0.664861056159515	0.738944071058858	0.695644947233265	0.521906004258899	0.660955377854219	0.584181094376861	0.53302417975964	0.495506392306729	0.0109713587339321	0.831903386571592	0.0149225706855268	0.722399002363277	0.701171742635191	0.475301565919954	0.832999691056816	0.718918432073578	0.767390610448342	0.625287284807704	0.81520737624922	0.949920992688451	0.426200557908229	0.53707451623413	0.623907327852726	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Aggregatibacter	0.966574499726682	0.622539263503816	0.628951420612925	0.361345591658922	0.491223645049671	0.72923968106599	0.670877622052781	0.92659935077293	0.876355643238191	0.831768925250717	0.87820170996751	0.649650165214557	0.538122467944144	0.00122680328992452	0.846005588712276	0.393006308866337	0.933837605055505	0.814083112760217	0.825610660126032	0.6148880013044	0.72831477539676	0.95083865543108	0.864898750251206	0.598603878974542	0.50380947626284	0.795654363969209	0.0535274860967023	0.693893119257972	0.775305455867047	0.677658300827302	0.882406891567205	0.671459558158263	0.748682775609245	0.610344208083751	0.0779303181978593	0.647414722006544	0.814967673604145	9.90183889403133e-05	0.08745968537908	0.609640443691832	0.203558055149022	0.729447064165399	0.727347370613555	0.476535349537915	0.947717090429691	0.851715967164664	0.906728150317065	0.562918983658801	0.75731203746317	0.434168749548601	8.17834848078054e-18	0.599818734557819	0.990112579717699	0.0199659209114685	0.547068184078793	0.464553736049864	0.012131587779149	0.00576942954177716	0.504740702657078	0.791087977931729	0.74167436122598	0.776832944739066	0.413488196273612	0.830080665482814	0.956048360015285	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Alloscardovia	0.569754129267736	0.521092437339834	0.532410030635409	0.759056383449205	0.980933796396736	0.480717131783485	0.837713972734531	0.923241610592648	0.760751694244268	3.24153659737378e-05	0.974804925951164	0.707695318929979	0.800502710595383	0.846898640229413	0.927864933413299	0.98717668121009	0.911092808376663	0.693814339847281	0.817863192009493	0.660984115321601	0.755502875030675	0.986031685616277	0.878908792520232	0.851815343419543	0.75154624987829	0.828178713057987	0.988450148656987	0.65467872824658	0.577719025529183	0.472293893432748	0.610901653537922	0.80982239900954	0.798142640353092	0.700724394890336	0.895976897947685	0.626079048442706	0.846896871248766	0.777085390288783	0.876929402370571	0.258222309784531	0.960391514705894	0.690727977116117	0.74752412270128	0.953300985189413	0.50184964844873	0.721603152607564	0.893913105652238	0.563535730309008	0.761981748813687	0.924834710026814	0.766848725090386	0.569811214520138	0.825857260345691	0.356869477562352	0.636939131269937	0.854952906149744	0.600740985959354	0.659077998613688	0.550548571426145	0.826002854203431	0.759041673768729	0.581994358028775	0.921716623466472	0.79304205799578	0.524184517444408	0.943469270128703	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Lachnobacterium	0.247503752978488	0.155324604233544	0.456872378385276	0.593011581023173	0.266667631516754	0.311024703101653	0.709394141258659	0.234142733796916	5.5733931584503e-05	0.506564724356884	0.615163300700658	0.692637371090772	0.876431933094971	0.566172872304833	0.00535376606030303	0.0297724486225505	0.573804220079869	3.11800772826078e-05	0.0837913094292645	0.741934985632455	0.00103810555680284	0.476539098203174	0.0680869557183577	0.00882995553193127	0.300657310983163	0.0261128388598077	0.549093859062357	0.00983584230620426	0.830568104833346	0.874016175137962	0.00348354616451033	0.0972414722216799	0.734038915383154	0.598625249944946	0.917925145071381	0.713473707768797	0.809594144120641	0.728412667252202	0.0656733849149232	0.590854600344483	0.57523260813124	0.894643092075742	0.142539231406542	0.600210298998199	0.484380984158477	0.725628743892606	0.379293082220884	0.295503061894707	0.0646367555380226	0.542723296475937	0.585772631846984	0.259737393877396	0.696717469178713	0.641642226434848	0.603706765306791	0.03627072748981	0.916136590493248	0.732269396301674	0.779162342415033	0.784799592627794	0.405708237258952	0.431927094306903	0.537700294804089	0.628891526667029	0.730854129013371	0.699556620176046	0.747557600387408	0	1	1	1	1	1	1	1	1	1	1	7.05510458089653e-07	1	1	1	1	1	1	1	1	1
Acinetobacter	0.135286426174826	0.8699944418148	0.526677023096777	0.846106724770903	0.472209714840577	0.696123486857009	0.0365110411486426	0.483000952153918	0.495239762543956	0.663099921850217	0.535416282695477	0.709266550801391	0.966161101150458	0.569258235108419	0.504514250871294	0.536062237414833	0.814026732657628	0.560982779667989	0.575058713824387	0.892994794225881	0.790949105877163	0.706226759660475	0.492422818040775	0.533225121598608	0.534233366476074	0.472190404632454	0.832928713386732	0.572788156111522	0.726227310197901	0.828121537231499	0.805798017811239	0.558455842351454	0.720399344837483	0.82306297615359	0.833411996305023	0.0487689706748702	0.930379513721545	1.57508763153043e-14	0.592323222982012	0.97153209223846	0.90490986258715	0.593589116651021	0.887613634439019	0.79220954654987	0.706073848233135	0.667658753748422	0.617540664073658	0.14341883469502	0.675743118297086	0.549537754870198	0.274832967500726	0.985996136967487	0.888146138584053	0.382793218030862	0.721632112570627	0.763427874406939	0.501432563601844	0.787371814974294	0.444088103269299	0.759177813694185	0.915359613383701	0.626027187280538	0.5819912690976	0.883543031912941	0.827475502189222	0.477756755861262	0.750715387266053	0.958915622770797	0	1	1	1	1	5.64659154043703e-27	1	1	0.00169863027326615	1	1	1	5.56285397226016e-05	0.0115999423291321	6.98352172583819e-10	1	4.11624466915467e-15	1	6.24948241226508e-25	2.29632443498962e-09
Gemella	0.166849133161973	0.164092481527081	0.453581733648539	0.377401218828919	0.379875766503096	0.32031386109304	0.701479968624332	0.440366025665021	0.544740393684439	0.584767663360014	0.433219023982959	1.97316130483286e-10	0.115697974800549	0.424290877520849	0.405826005494978	0.878904239686712	0.927283133300497	0.813194473249474	0.525624988436708	0.405988083271396	0.862064412550816	2.82256733587862e-15	0.732578246402503	0.869472900776061	0.353045452250104	0.497532553246987	0.00234926080541653	0.789997813158872	0.71686570782246	0.103735287968554	0.603202314637522	0.565224831574765	0.128077480325743	0.583676039062209	0.771495828016828	0.470239689363271	0.75538293158004	0.980421872526644	0.912559188375614	0.303962534938948	0.787763629265666	0.819323926406483	0.904550220511783	0.585554656363679	0.987554638252578	0.588924131154503	0.495006247056761	0.636795041054031	0.717260085634719	0.33510585009053	0.580212042821263	0.301763930320274	0.704906320655026	0.714655908778536	0.359784006280747	0.839679944306781	0.685576202107272	0.760333703233524	0.466768942500643	0.724928730993586	0.00342519805447065	0.992790966225126	0.0880421103532636	0.844241762593019	0.903842985025716	0.670924095290005	0.689863029048792	0.807762884588641	0.898226926507637	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Capnocytophaga	0.946283102566519	0.444290663291365	0.601294656613611	0.882311504232355	0.486731886667075	0.644801119767493	0.666416858133165	0.66179816275973	0.859942439098531	0.736810020546405	0.506310420618298	0.729856980349003	0.695273014540234	0.869876686831607	0.919046927336514	0.878968361655055	0.11810930504407	0.635129801994364	0.951353257294534	0.751782168629032	0.729914581941723	0.823382580075424	0.169008805646084	0.774983431508644	0.91392400949042	0.790653152586641	0.626231878887933	0.694012624290139	0.808751648021426	0.550851018849045	0.846234232506471	0.804858695393479	0.786935480768806	0.662656003012772	0.961560243090438	0.772108188217881	0.86239168960559	0.992403064712795	0.878519314491396	0.715755291028803	0.901215766084395	0.6977912301004	0.780005801448766	0.812945582530984	0.48749302951457	0.799704579311979	0.959120180148595	0.885924076761612	0.948250934490134	0.652445740585334	0.133395110624161	0.472894067704836	0.908763790840723	6.2668316018367e-07	0.108164254044762	0.812903932745175	0.203824336284035	0.527790495491937	0.563288007122217	0.936697951406579	0.838912411207047	0.77827419956069	0.584067621164063	0.897550109204298	0.797158008532388	0.646404818739725	0.297517087377389	0.763151983486502	0.940403827134841	0.719045812977253	0	1	0.251235033104874	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Catenibacterium	0.00691147506695268	0.17371954929395	0.324095926513745	0.467723912846429	0.294532425714761	0.432652072977023	0.789959731550627	0.684855329571785	0.865474106562758	0.874127643792222	0.634564001412394	0.788102236174128	0.715920939831256	0.625476860243057	0.318675814798957	0.760929253716366	0.702438298969299	0.618201352207129	0.974856751564455	0.631958583753362	0.778427888708639	0.582802878488036	0.0785843863294201	0.640409020381585	0.775838643033022	0.00319155480659193	0.564107325709913	0.762693703227639	0.757532578584805	0.52825237556749	0.831390669116505	0.925924550872886	0.823382994230852	0.69466939275548	0.791066777130053	0.716590757510068	0.882700794406256	0.808168778406456	0.965535923451865	0.742259124313636	0.450357302731656	0.740434279872333	0.799928741882883	0.782251934346009	0.555535973482211	0.751989213269524	0.75851668383324	0.627790671668963	0.750849235346867	0.636967220610184	0.862192783699715	0.427801191578001	0.799909523531835	0.776528274508995	0.562535114848505	0.839033581160614	0.764877533147814	0.834664834679333	0.603166154481274	0.867663801377891	0.795120673965617	0.57361240263827	0.62963335610085	0.728556269048714	0.832947912694481	0.812941753509863	0.844313383247532	0.80728409454563	0.784184008308932	0.753282831005116	0.854116077761082	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Leptotrichia	0.423044914281642	0.299947090445358	0.263113741964026	0.670421128773336	0.00223131555909994	0.487121866982741	0.930230146845271	0.610253325750182	0.593436735235901	0.635890930209329	0.765943286425103	0.57887474170574	0.648598436881351	0.617051589442483	0.501743636116658	0.00714964720696702	0.291168825132742	0.845144720793292	0.546873961535506	0.772094328047142	0.98341758746527	0.83235777775934	0.17142045671958	0.0521203796675872	0.992143140974557	0.096151429113983	0.787137534365355	0.973562458953119	0.882853927935122	0.692142834047012	0.133585261696399	0.0292635190923616	0.710556191663691	0.491124331425101	2.53301384804184e-05	0.860923155904261	0.773317074876792	0.817477569414285	5.76306711380706e-06	0.567123095967015	0.00117367418010486	0.769484463021719	0.721290862110209	0.0537380483183223	0.399214117105075	0.888510320252714	0.404722728451399	0.688872523718291	0.124778654034957	0.331376320486594	1.03078533904768e-07	0.321581974950479	0.674715728499584	8.22724734051224e-37	0.00267677955238705	0.017687566239412	5.45180575750711e-15	1.7002141496308e-14	0.463469524025939	0.741252994295781	0.758576995643784	0.761467051761116	0.346908954418829	0.356111231356666	0.685017754981026	0.0116970476300073	0.406186519144103	0.63562980659664	0.644487330347431	0.684591961082765	6.90965437582162e-05	0.768033012325327	0	1	1	1	1	1	1	4.09732074292881e-20	1	1	1	1	1	1	1	1
Arthrobacter	0.277764386151057	0.99140543544574	0.708220445912538	0.656821573705554	0.411501828594849	0.930428771744208	0.106625694908019	0.866017491139897	0.519563013644028	0.674840048722424	0.761348708228655	0.798700894797917	0.997620909997671	0.726482484510786	0.525716225404428	0.570795669697472	0.816332324910543	0.57170079361533	0.60344801948202	0.870397287461081	0.83120337935972	0.58569280550832	0.501546312960279	0.554015231518006	0.559890786712487	0.459180432947488	0.710677772284308	0.559057775070948	0.763837762152562	0.846362579766185	0.905371230009138	0.523740892078864	0.822665020809726	0.72744253071818	0.745970687612746	0.110804051640349	0.838658565156941	2.02219192869581e-13	0.470381016917678	0.974226983676809	0.904545843448879	0.647366787158904	0.931103658864974	0.785049432599538	0.728880230157235	0.696160132154726	0.542889353012543	0.212374478795506	0.53944258007858	0.826201334368505	0.330994005754015	0.881039519097317	0.928176063847234	0.278886674808051	0.547480294338229	0.834336359633989	0.467281932311943	0.772632971764447	0.677587149244955	0.817593808087011	0.73410223280919	0.566671865314524	0.71103208935146	0.858443829477704	0.883629943582442	0.646037015431944	0.859331988139393	0.739267145119269	1.4758472400515e-30	0.817351370223693	0.661783562242325	0.838016018533018	0.536829202855745	0	1	1	0.000491377890683105	1	1	1	7.13583119071849e-06	0.34115933098573	2.10922513697111e-08	1	3.00075499038587e-10	1	2.32235217239588e-27	3.42797904116965e-12
Adlercreutzia	0.0369125043153789	0.00886577467691002	0.0936096902406694	0.179106260591507	0.000387066132531405	0.287405494409397	0.479929696846118	0.0254975331150007	2.42210146847214e-12	0.80545889220194	0.208144368752812	0.494532866985412	0.392857313111921	0.413530305827357	3.96070530707306e-10	0.000194607942620421	0.65541577704382	4.1045051202555e-06	1.06041619826748e-15	0.610659651480054	5.38451887308992e-13	0.290153956897374	0.0309253511638646	0.00265858904058736	8.72550233637674e-06	1.24508498961734e-05	0.559288514928031	1.85321461064753e-05	0.455105166271309	0.190595741098217	5.72144123801836e-10	0.000679084873825812	0.712149959002283	0.402579542020439	0.495717457323655	0.931572537754313	0.581870370063442	0.571721199639613	0.0414543344835502	0.908590080550466	0.331448684829506	0.106779294004451	2.32514000498439e-05	0.00217740692191667	0.221697523607982	0.71455066383334	2.27388684388811e-06	0.755997574053151	0.0319010053395022	0.324604135174065	0.824254849645073	0.0928710451854488	0.894995643485643	0.796074965317283	0.710750388861478	0.000284335626639164	0.327826007192252	0.882116426579373	0.370443721197499	0.64370801785368	0.558588168290077	0.00669137122536329	0.360037719436621	0.424340151718438	0.645994125144548	0.693889297015816	0.84606102031831	0.0097753443283609	0.618741751389728	0.493121898978277	0.69861178977902	0.679532796656932	0.898823138602313	0.581599407549731	0	1	1	1	1	1	1	1	1	1	1	1	1	1
Aeromonas	0.23018431220497	0.782304886891921	0.247341853948886	0.6716728571918	0.58864699464305	0.572950293008173	0.258211220663665	0.408866257401764	0.621300068865521	0.563288361902227	0.600883409052395	0.775550101996966	0.620125505875999	0.81713721753401	0.680664103102687	0.640051883833876	0.901387378253947	0.624095177480261	0.648317080468322	0.277201794117631	0.671845984788438	0.577632096638109	0.626927691655846	0.665560696552679	0.545947488784181	0.595966840766145	0.610676106045002	0.677890481756734	0.748243303441201	0.680065507413338	0.60566114558927	0.579932426109965	0.81604311907006	1.53672065443069e-07	0.807164699979862	0.58647076995572	0.873722439216887	0.612814862047324	0.674332448339376	0.815867943685699	0.763256093130825	0.753357970440801	0.805865190915542	0.765259974795353	0.811537561526831	0.973264123027183	0.792808148200913	0.349063648022355	0.929309579115075	0.750968438959762	0.722936280110338	0.100739534540831	0.785695760338219	0.759782931289667	0.840045011748515	0.596735341769522	0.82160838784239	0.822108887586341	8.41024944652077e-07	0.965760648640705	0.77969530608854	0.77392096534044	0.622705284423809	0.961699281633481	0.89393130676946	0.882928109046747	0.832468794627123	0.909984530260788	0.300358224419134	0.868145065145443	0.844985909038218	0.872612499460656	0.75337342441117	0.960500711218415	0.715958083225943	0	1	1	1	1	1	5.15456618382894e-07	1	1	0.820781364531284	1	1	1
Ureaplasma	0.391389665320141	0.543583114312455	0.716814693700403	0.944835258844873	0.616119299922602	0.933194919693304	0.352797476997542	0.232014560566703	0.308852495152226	0.751589963487741	0.506112540036953	0.0211032274619794	0.452216735406068	0.71110448816052	0.53257768774688	0.341525079517073	0.831432883106307	0.391472478216217	0.446875214256617	0.463421803382737	0.474111541070079	0.000303077640407465	0.543529747581597	0.365311672125817	0.467296022439413	0.476160852916859	0.0034464564111432	0.351429611661613	0.597840110706573	0.20809771341311	0.741031974616208	0.477015916393155	0.861614164135498	0.719008914631962	0.83738754526311	0.270071954928658	0.081723229898579	0.000244553491252438	0.930532652352486	0.334214599778742	0.542639933034253	0.47149819154941	0.655688892343835	0.615015492702631	0.695559927524196	0.972479343664437	0.667283613059208	0.345557338153839	0.31308137355383	0.360050374908143	0.738561867652248	0.78269125863491	0.583660869650777	0.108067733312193	0.564754714438556	0.618777876088408	0.540789916255787	0.924488992206489	0.917673774466125	0.664854766011953	0.0303825588050015	0.914070521723663	0.456436810947429	0.552868319300506	0.977852699978319	0.78456751370492	0.869768041416845	0.570317047166173	4.56989581185406e-07	0.000588602297451744	0.140425767506251	0.815750330384764	0.251578177027096	1.31560345564419e-07	0.415755101513322	0.866875130905571	0	1	1	1	1	1	0.0357416767739906	1	0.0358967367109786	1	0.00457738211720209	0.144663515525966
Mitsuokella	0.786532732640727	0.717315189133815	0.691656432545203	0.757165212683588	0.468352309440337	0.732149754293623	0.795778722211231	0.557485582687052	0.487436714917978	0.574179290455912	0.622259997810845	0.764675557176416	0.655924294356561	0.788485145418485	0.995350916778394	0.682953468227554	0.716833978854961	0.00417609279148404	0.609291427766196	0.534199169105817	0.745421836441263	0.555857007312039	0.0255279818567481	0.235945556891237	0.854350655771394	0.213199274946671	0.559769184374227	0.556736339846955	0.814240720204779	0.515167811617483	0.845814468412621	0.603280196479386	0.815034835709044	0.145060343721091	0.974974058663629	0.699802807067917	0.877019173746952	0.81271438251171	0.695433212614268	0.73218110586565	0.720619138442601	0.983680143740102	0.970191473558099	0.771267880919213	0.672054486706875	0.915666543298226	0.840142661471215	0.631142147659472	0.93834770005957	0.954162031645565	0.907545617448723	0.725298817688454	0.790359540561905	0.765922706677938	0.708057642338539	0.14244179821718	0.981912617499048	0.826716795523054	0.92525782807995	0.861267138047709	0.785352937260743	0.558625151644392	0.598665868841252	0.720413846346027	0.594634017025216	0.806057422297577	0.836816176051845	0.805908058520318	0.797240051837835	0.74489084297663	0.847079326049192	0.875937747456964	0.757048860260115	0.83404701162358	0.718684474807509	0.998863559013305	0.686776389186853	0	1	1	1	1	1	1	1	1	1	1
Turicibacter	0.0645344195751597	0.584439978741489	0.61910157272087	0.725003057304126	0.75586368276368	0.647728534117695	0.665699050749489	0.315486968160587	0.0248655152360074	0.366976894032914	0.350880944325087	0.641892858738618	0.644551990031404	0.798561987869744	0.124149463001436	0.07300812531372	0.486948650751284	0.00389124724168788	0.133502361530682	0.689224367596753	0.0429076150412489	0.583123029583981	0.325371318637674	0.0492992523681202	0.871191466499511	0.231339788596187	0.314870946245084	0.205162285341817	0.56814288334882	0.281546243143894	0.136822058774884	0.708493057345257	0.68100021978597	0.679601757839578	0.613250521440424	0.414693043591416	0.770401353628552	0.0267767045673102	0.418102951524213	0.645964305603916	0.68975382465364	0.625114338767815	0.386170993827229	0.676972435060158	0.332318935866377	0.542388754669301	0.750767392817113	0.0103506151199167	0.394373437146296	0.642027818999439	0.92789420106494	0.418440912054408	0.721448435582781	0.975083999278863	0.673411455498041	0.0796095033228176	0.838174349071623	0.67960255493122	0.932287577082865	0.741684341081839	0.607243334384273	0.550396417647489	0.36272542857399	0.499091712306868	0.765151066519183	0.865848136731791	0.697609465018905	1.86642978330596e-10	0.00346034632050621	0.911683456561382	0.792585277738517	0.946426441221671	0.876440356935912	0.00584488126451922	0.119126692761134	0.959931431210223	0.120529950066935	0.8560322178705	0	1	1	1	1	1	1	1	1	1
Lautropia	0.235582439983818	0.245968905742177	0.318952578525101	0.689002064125323	0.00105103159237111	0.446323788664568	0.765689692025176	0.401564346620316	0.486397223747841	0.642753335603283	0.88254313143085	0.605789249835292	0.681066729413681	0.617172978500558	0.544184753290605	0.000308467854570773	0.504822120551335	0.975063802306364	0.57320201335997	0.894754868540801	0.822010106373923	0.850021436427152	0.210434209412759	0.00679401413197635	0.920277844591638	0.208695045109703	0.954000626507152	0.818324502087365	0.85439556241035	0.694394835377278	0.0920603445373261	0.0203828755703005	0.714346489536747	0.520098710606112	0.0037857096736299	0.962364795060062	0.782921724150781	0.267427353756641	0.000145737983941435	0.626927877112279	0.0176828402967217	0.723288063370392	0.796954941398433	0.00625331343000954	0.415830520683714	0.976316989245	0.265573948204886	0.781111283755348	0.0252009978799412	0.295933631104467	2.30943253505644e-08	0.305705243096768	0.560195094627441	3.57565544478234e-23	0.00586806950982078	0.0256754801070748	9.42961965884945e-22	6.18558525920243e-17	0.586425625909122	0.752927088366087	0.736903653254903	0.956168202699915	0.365933354427447	0.585642099817868	0.712096551483568	0.0149556152069444	0.482512566312469	0.644774553139867	0.127253393786117	0.751724987147601	0.0016995521936088	0.778568725700204	1.07175536043129e-23	0.0892014038388916	0.944736620901672	0.761967241424782	0.0968762101212525	0.768054495787778	0.775346448348695	0	1	1	1	1	1	1	1	1
Lactococcus	0.334295907237285	0.466685174786701	0.64127292086017	0.632747473673975	0.551702969835724	0.549584309157879	0.15504061715966	0.493885346699458	0.0470869772431026	0.831039579590602	0.465697229232312	0.529496244930344	0.489563325945923	0.614131461120978	0.0223699025040944	0.888878267471318	0.752365084858484	0.569259616571781	0.0174487846965905	0.452405847850678	0.218330185809345	0.877533570125895	0.968280341625377	0.353157071279491	0.454098431507462	0.353489092258896	0.824471994154845	0.414958273187039	0.548472233152439	0.456182598265181	0.200794709623872	0.749306404032697	0.964290808167722	0.480442712237236	0.526296316933809	0.257494020802585	0.723205705465095	2.86746002559556e-08	0.481711227723494	0.855733631475338	0.737173925906021	0.844422798965279	0.716823070988007	0.5622219019505	0.854410590866196	0.637588572300135	0.734741946827611	0.65315088092729	0.877883566297984	0.506673306434532	0.166151707887359	0.613223309210852	0.729810325242314	0.232965838650301	0.929343727640444	0.0415668031472873	0.787226964666376	0.613991992656906	0.652862088618447	0.488317575143918	0.567742415698679	0.562943178796936	0.956038786620339	0.8361876372193	0.767742491545467	0.198164849840873	0.852294289497807	0.745080840496789	1.48105803308311e-08	0.876097188405017	0.163128560344374	0.7192207517213	0.493967846190057	1.89480382122105e-09	0.0922554076040458	0.71488402764429	0.000611489381870095	0.70611952270002	0.0434343241595844	0.175687272680306	0	1	0.134679399566225	1	0.0336470400325034	1	4.01352511271016e-06	0.0126229848303971
Nitrospira	0.185254480530772	0.904301161982879	0.439997945573	0.297598746537171	0.446635010562033	0.717261243268626	0.107001058307149	0.997014974493459	0.36193835306988	0.369313117958396	0.807468429514526	0.815533704278859	0.593563829180784	0.986127647076811	0.451274525635381	0.387522197425716	0.597467097100657	0.381198606752639	0.417853736032641	0.573200160828052	0.552014818845731	0.983628203529503	0.438342824612664	0.42914533942118	0.539860843279759	0.385211881274077	0.453741432194339	0.444075147905853	0.647532809425125	0.524091481268359	0.711852530475142	0.523123927939452	0.9756459090838	0.000664084055556539	0.682154339844016	0.288707592062296	0.768842589287178	0.00160005454261691	0.486337440937148	0.728973248036538	0.796220103695488	0.545734689259821	0.729461079753935	0.622528473547888	0.730282111093039	0.677811191010918	0.536346258415919	0.24656626888015	0.70571184857651	0.943075215181847	0.871307743383146	0.390212320458724	0.714922573846269	0.726396154863316	0.406211467489441	0.493072015107707	0.910433719958792	0.676832310483916	3.69150071411794e-06	0.739404821089901	0.786832708691277	0.978934969826536	0.383211997768861	0.827797374440778	0.771860347204814	0.720634349609451	0.802566351373883	0.763171965755999	3.13936192939975e-06	0.869188288396947	0.817087184919992	0.766364111294267	0.946602812539968	9.39832867729283e-05	0.513369886533687	1.36256045039094e-10	0.00537847242529341	0.8606970451771	0.202926810794027	0.537202689152457	0.0253600926435225	0	0.768069829928809	1	1.78178573988056e-10	1	1	0.00138248322141409
Vibrio	0.246079584667583	0.551091184649475	0.811802292661286	0.889408073848587	0.689435825297058	0.757635032922017	0.158302576460698	0.312027387949083	0.863194750130071	0.54714342823127	0.860986412176664	0.860615788264091	0.256616063106273	0.802456421278797	0.741657257302692	0.771793205119112	0.538736476126101	0.971305515901032	0.663872769358299	0.871548798033362	0.905415090330511	0.558803436589269	0.989625532775122	0.905664813693069	0.564641873987759	0.652870114247932	0.860455731032878	0.77686664286898	0.941658899255567	0.170832755961142	0.48138495835535	0.755990370824169	0.73629686378861	0.867668894167907	0.730953077586104	0.248885494348501	0.791394964923689	1.61794244365333e-06	0.896834893143881	0.816222505574652	0.851302264134612	0.75440570302255	0.993892485376793	0.342155475179899	0.83224567684603	0.67192471286564	0.777179369067856	0.224151010669745	0.762093060675031	0.324383646592278	0.95645828859963	0.720155795660713	0.812367536023514	0.614282008493795	0.813710026412736	0.828947045792014	0.656183329470588	0.70820411561523	0.362395091674064	0.89138274351575	0.00341073840910983	0.532228373330131	0.955117242247221	0.770187680152133	0.784493978741918	0.684399240906617	0.724752964940119	0.146836648508846	1.83583641583549e-13	0.74527779229003	0.897217962533711	0.78958803401432	0.881143326127427	5.56083611118141e-12	0.641062453796046	0.390349419195038	9.72298062404533e-06	0.801281833546967	0.00138652434002168	0.266978314149043	3.69085775736435e-05	0.000212349966803652	0	1	3.39194031912316e-06	1	4.56931576976099e-07	0.000470005721377617
Escherichia	0.0454238621147296	0.109031525125093	0.10311796710147	0.135274239652669	0.984966909672037	0.992387179645214	0.510286522389246	0.589965089394792	0.774951363660498	0.0190144427014125	0.432967419259923	0.0145436334795861	5.5848377866105e-06	0.270167672427228	0.594461634212626	0.748500657990551	0.488956952597511	0.868032492406222	0.50543682174055	0.299170366586371	0.825275371081506	0.00120949498619957	0.919209364850717	0.733103277918516	0.402510070759515	0.919896253641702	0.57115166338332	0.717384753346883	0.294098510843081	0.80655142477831	0.666211603404258	0.531613504972923	0.328512565091833	0.390893314242427	0.750133932556899	0.289076256269935	0.703475151761343	0.596436920769729	0.81089450051029	0.408965238219522	0.689531365791037	0.778066483329801	0.870135518617346	0.935713375575816	0.931007041678831	0.638336801424003	0.713332231059835	0.622609577357075	0.974069104855361	0.326956592530746	0.811673658758211	0.237347359913646	0.819446144057101	0.851804657855865	0.987389491613731	0.698434637222008	0.930888811207474	0.832611551279875	0.261824223904165	0.805318785618712	0.67832838517648	0.406339705051152	0.0141623371954697	0.141698363457453	0.743083139777976	0.734406417665435	0.662977702921134	0.829831907271494	0.646068974892105	0.103651752395019	0.737698665563319	0.761706815865729	0.847253347443299	0.701170717827496	0.468158042503263	0.689099442594854	0.889773861963857	0.687104800880892	0.988085832095934	0.994170130021324	0.57864247050509	0.663392930690957	0.682904431099024	0	1	1	1	1
