"","KO-OElogFC","KO-OElevel","KO-OEp","KO-WTlogFC","KO-WTlevel","KO-WTp","OE-WTlogFC","OE-WTlevel","OE-WTp","KO","OE","WT","phylum","class","order","family","genus","species"
"ASV_551",0.0799951111881335,"nosig",0.886672020461318,-0.306960608563558,"nosig",0.580913842189055,-0.386955719751692,"nosig",0.484914482458013,0.000228818379338505,0.000269407097342715,0.000283368319520453,"Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Unassigned","Unassigned"
"ASV_224",0.404276680629815,"nosig",0.463297870732939,0.244580019172014,"nosig",0.656699938455037,-0.159696661457801,"nosig",0.772470428077495,0.000857420537039813,0.00075250469384932,0.000699889045455681,"Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Saccharothrix","Saccharothrix_longispora"
"ASV_261",-0.590857837660049,"nosig",0.336069893624994,-1.35387353569095,"nosig",0.0280706119400843,-0.763015698030899,"nosig",0.205893611765758,0.000336346035153945,0.000614292392565206,0.000858082844086852,"Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Unassigned","Unassigned"
"ASV_1034",-0.940151211028857,"nosig",0.184457386068534,-0.757479775215166,"nosig",0.289667911348599,0.18267143581369,"nosig",0.786414984954408,6.88256518117766e-05,0.000159192831051428,0.000120688365427282,"Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Lechevalieria","Unassigned"
"ASV_523",0.528735513178935,"nosig",0.34008370574232,-0.0774882025412284,"nosig",0.886113742183384,-0.606223715720164,"nosig",0.271368415638246,0.000260526286203567,0.000216563999009043,0.000291567810084485,"Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Lechevalieria","Unassigned"
"ASV_926",1.42653644541141,"nosig",0.0981625200986242,-0.58011201150459,"nosig",0.462592242371706,-2.006648456916,"nosig",0.0183088757544421,0.000105764248584207,4.46660130716904e-05,0.000176619828693393,"Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Lechevalieria","Lechevalieria_atacamensis"
"ASV_1185",6.32501298231397,"enriched",0.000367098839586948,6.32501298231397,"enriched",0.000401634352899738,0,"nosig",1,0.000264458248620296,0,0,"Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Unassigned","Unassigned"
"ASV_274",1.91954061003916,"enriched",0.00113427816301807,1.12822749232176,"nosig",0.0485975983357704,-0.7913131177174,"nosig",0.175744641895648,0.00104235224133893,0.000350260038520185,0.000518984030510964,"Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Lentzea","Lentzea_kentuckyensis"
"ASV_1489",-0.273481883130779,"nosig",0.774436846476195,-1.47259497418452,"nosig",0.112429045375207,-1.19911309105374,"nosig",0.183725303108843,3.71071565691428e-05,5.61611462146272e-05,0.000112702200242974,"Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Lechevalieria","Lechevalieria_xinjiangensis"
"ASV_2030",1.34806463252832,"nosig",0.0815896106157167,0.490003722696402,"nosig",0.49471391610438,-0.858060909831922,"nosig",0.283604542137633,6.68587662653102e-05,3.00448379441349e-05,4.91515281867487e-05,"Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Lechevalieria","Lechevalieria_xinjiangensis"
"ASV_1659",5.20067261815533,"enriched",0.000726426835308005,5.20067261815533,"enriched",0.000808595124296114,0,"nosig",1,0.000114585418636205,0,0,"Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Unassigned","Unassigned"
"ASV_2420",2.96067041137299,"nosig",0.0132319084184547,2.16267293509059,"nosig",0.0564854184303196,-0.797997476282395,"nosig",0.51202394569652,9.02459491280078e-05,1.02597675909537e-05,1.80668836633015e-05,"Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Unassigned","Unassigned"
"ASV_768",-0.0625538220996658,"nosig",0.955742512046415,1.23022354842673,"nosig",0.286418237612927,1.29277737052639,"nosig",0.262330873505114,0.000204323623256223,0.000261656244718058,9.52032514343042e-05,"Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Saccharothrix","Unassigned"
"ASV_1039",0,"nosig",1,-6.25376920038747,"nosig",0.00234968516837556,-6.25376920038747,"nosig",0.00203757735378942,0,0,0.00028253994294516,"Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Umezawaea","Umezawaea_tangerina"
"ASV_209",0.49803320056903,"nosig",0.393696014177211,-0.177185232990656,"nosig",0.759407898293366,-0.675218433559687,"nosig",0.247025575008622,0.000756404800253811,0.000645377635758945,0.000902035311626273,"Actinobacteria","Actinobacteria","Actinomycetales","Nocardiaceae","Nocardia","Unassigned"
"ASV_2258",1.30825658854419,"nosig",0.203551164801825,2.64916699223159,"nosig",0.0184775876418387,1.34091040368739,"nosig",0.237045975612374,9.45386758167047e-05,4.58726704847886e-05,1.35949602493286e-05,"Actinobacteria","Actinobacteria","Actinomycetales","Nocardiaceae","Nocardia","Nocardia_salmonicida"
"ASV_1218",-0.164825259749519,"nosig",0.787001115743493,0.130712753366397,"nosig",0.833947216941938,0.295538013115916,"nosig",0.629059895051318,0.000126318168446752,0.000173674015449192,0.000116332046115856,"Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae","Unassigned","Unassigned"
"ASV_59",0.43344510688338,"nosig",0.0714699914158872,0.314249159990304,"nosig",0.190577735366775,-0.119195946893075,"nosig",0.621235636952839,0.00331481804766447,0.00302287343527127,0.00278413113026184,"Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides","Unassigned"
"ASV_87",0.592872669760479,"nosig",0.130700574730521,0.624178271517482,"nosig",0.112105033199507,0.031305601757003,"nosig",0.936562715285784,0.00223974060227665,0.00187815796445667,0.00156905293478053,"Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides","Unassigned"
"ASV_607",0.627882872172977,"nosig",0.180463538812251,0.325674005397397,"nosig",0.480670388737572,-0.30220886677558,"nosig",0.524096744059913,0.000267635537931599,0.000216965978910934,0.000228488947404115,"Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides","Unassigned"
"ASV_1824",-1.18868598571167,"nosig",0.0628217998590566,-0.117316510367247,"nosig",0.864162037415904,1.07136947534442,"nosig",0.0886568126986116,6.81084588219854e-05,0.000198106447877237,7.62095284664383e-05,"Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides","Nocardioides_caricicola"
"ASV_2049",-1.69427122704481,"nosig",0.0509725535961372,-1.14758661155132,"nosig",0.20522181200415,0.546684615493491,"nosig",0.480092275906744,1.87510013627446e-05,8.02225288209921e-05,4.46288079805704e-05,"Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides","Nocardioides_caricicola"
"ASV_840",-0.696157488088296,"nosig",0.437558758469618,0.496181757524611,"nosig",0.590001155846646,1.19233924561291,"nosig",0.191864919649767,0.000113482539132471,0.000210468670472023,7.60916221369924e-05,"Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides","Unassigned"
"ASV_321",0.588202870693083,"nosig",0.0347496805511276,0.357271762317002,"nosig",0.193133643800092,-0.230931108376081,"nosig",0.416822386216644,0.000595783471692441,0.000489746249214959,0.000492287132243122,"Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides","Nocardioides_dilutus"
"ASV_2411",0.501774538128012,"nosig",0.18504390669469,0.132733146616765,"nosig",0.719299817128465,-0.369041391511247,"nosig",0.332146271212249,0.000295356900259972,0.00025671782894976,0.000281094258008989,"Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides","Nocardioides_dilutus"
"ASV_815",-0.86655121321369,"nosig",0.249195519952987,-0.0828319369701565,"nosig",0.91392430809022,0.783719276243534,"nosig",0.295625093392198,0.000154455638548735,0.000333935060644274,0.000156312634167219,"Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides","Unassigned"
"ASV_1455",-1.12007419583166,"nosig",0.11192874554593,1.67492214521704,"nosig",0.0530910620663722,2.7949963410487,"nosig",0.000622854106221143,6.64478407875762e-05,0.000170564247140815,1.78961205044717e-05,"Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides","Unassigned"
"ASV_2899",-0.971093740806768,"nosig",0.137254898363181,-0.0846125996260646,"nosig",0.907091753675558,0.886481141180704,"nosig",0.166814162051853,4.2782838200457e-05,0.000100515737110984,4.45802777276676e-05,"Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides","Unassigned"
"ASV_1272",-0.799874670615848,"nosig",0.14902812227649,-0.519750155436106,"nosig",0.362314264382172,0.280124515179743,"nosig",0.5908683516902,6.70810794332585e-05,0.000145731768279943,0.000102902695834567,"Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides","Unassigned"
"ASV_2324",0.292699201849111,"nosig",0.693917998829349,1.45692501427413,"nosig",0.0906570573613538,1.16422581242502,"nosig",0.182238108801689,4.01915960904279e-05,4.02479597238301e-05,1.33370258156439e-05,"Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides","Nocardioides_terrigena"
"ASV_1841",-1.12248211128894,"nosig",0.153010639515607,-0.165882216157783,"nosig",0.839820478642872,0.956599895131158,"nosig",0.211305610636633,3.47969231614422e-05,9.98927331552159e-05,4.51467357568815e-05,"Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides","Nocardioides_terrigena"
"ASV_1967",-0.602980143743645,"nosig",0.387669305870626,-0.272078204203271,"nosig",0.705057712428384,0.330901939540374,"nosig",0.62364564951261,4.46567108421277e-05,8.4890037806376e-05,5.81416006996332e-05,"Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides","Unassigned"
"ASV_1578",-0.221499430275275,"nosig",0.617315664561773,0.363700948873485,"nosig",0.436539700859399,0.585200379148761,"nosig",0.197762364787521,0.00017266385864214,0.000246130365156618,0.000138648352953772,"Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides","Unassigned"
"ASV_2866",-0.113642042014898,"nosig",0.881970324728445,0.752499653059079,"nosig",0.355665078804639,0.866141695073977,"nosig",0.280425131572763,6.65681923457624e-05,9.01283226712674e-05,3.95629583844863e-05,"Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides","Unassigned"
"ASV_155",0.282091994984094,"nosig",0.618107307054257,0.577784157567281,"nosig",0.309898166224308,0.295692162583186,"nosig",0.603049649676219,0.00114575982776653,0.00112699569083221,0.000791783271798374,"Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides","Unassigned"
"ASV_284",0.0179083189825368,"nosig",0.972612701207259,0.551278748606143,"nosig",0.297943376001054,0.533370429623606,"nosig",0.313058480545379,0.000570441230244189,0.000685269390522013,0.000408438141771033,"Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides","Nocardioides_albus"
"ASV_457",0.271085697082661,"nosig",0.613124718655261,-0.133548764458959,"nosig",0.801228492852951,-0.40463446154162,"nosig",0.447467174278743,0.000290762493408317,0.000304580449656028,0.000335927049278085,"Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides","Nocardioides_jensenii"
"ASV_1020",0.262491477209019,"nosig",0.694515371621989,0.83693728370712,"nosig",0.23019830837233,0.574445806498101,"nosig",0.413385474437001,0.000122699182311161,0.000119802999554645,6.67652890430156e-05,"Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides","Nocardioides_mesophilus"
"ASV_1562",-0.938167272007934,"nosig",0.18633935329893,-0.197505345828896,"nosig",0.794347766681578,0.740661926179038,"nosig",0.283255938894786,3.95988050473611e-05,0.000102126822914882,4.94484705777808e-05,"Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides","Nocardioides_mesophilus"
"ASV_1772",0.0059736790846827,"nosig",0.993310979594885,0.359254791448819,"nosig",0.644210738076805,0.353281112364136,"nosig",0.646039019030857,5.04859721167735e-05,6.02891134738355e-05,4.04971504197964e-05,"Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides","Unassigned"
"ASV_2205",-0.0378874881853862,"nosig",0.953393212227606,0.371302840999047,"nosig",0.583195783097551,0.409190329184433,"nosig",0.538673047468886,6.82430851202503e-05,8.49614515820422e-05,5.3723996497415e-05,"Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides","Nocardioides_mesophilus"
"ASV_2323",-0.745925393680546,"nosig",0.313476701616415,0.4185823219148,"nosig",0.611427513435412,1.16450771559535,"nosig",0.128854232258119,3.73710398976871e-05,7.53073210799859e-05,2.69554565481227e-05,"Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Unassigned","Unassigned"
"ASV_925",-1.00334827384229,"nosig",0.152803868775123,-1.60958233069117,"nosig",0.0194369727501409,-0.606234056848885,"nosig",0.342411624117208,6.04026273605569e-05,0.000146244703226495,0.000192146158488001,"Actinobacteria","Actinobacteria","Actinomycetales","Unassigned","Unassigned","Unassigned"
"ASV_120",1.55004979498521,"enriched",3.63786830415144e-08,1.12387034798506,"enriched",4.56405295357279e-05,-0.426179447000148,"nosig",0.138129646208958,0.00203087141076661,0.000855033285404894,0.000985504129535094,"Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Aeromicrobium","Aeromicrobium_ginsengisoli"
"ASV_1060",-0.0757432345814366,"nosig",0.921223375649059,0.666891880918877,"nosig",0.397599994120157,0.742635115500314,"nosig",0.342931619868711,0.000146728254980914,0.000198115091597035,9.88712030048723e-05,"Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Aeromicrobium","Aeromicrobium_ponti"
"ASV_1718",1.00420356588932,"nosig",0.10772477700205,1.16148500662229,"nosig",0.0679099931480979,0.157281440732971,"nosig",0.817008514938769,0.000124276516818521,7.61636148995926e-05,5.83924287386748e-05,"Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Aeromicrobium","Unassigned"
"ASV_307",1.70175916350876,"enriched",6.57178829568644e-05,1.30336001594131,"enriched",0.00177504049217824,-0.398399147567453,"nosig",0.36382597902421,0.000822034333123619,0.000307364960781365,0.000354439539805507,"Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Aeromicrobium","Aeromicrobium_panaciterrae"
"ASV_277",1.18810780611936,"nosig",0.0120483509435572,0.987609472755714,"nosig",0.035565839991018,-0.200498333363651,"nosig",0.676101456338988,0.000750552277063855,0.000413709998637402,0.000407338822535649,"Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Aeromicrobium","Unassigned"
"ASV_852",0.490206562442438,"nosig",0.405900509198185,0.254174925733224,"nosig",0.662088050419059,-0.236031636709215,"nosig",0.692242829737817,0.000116811622302947,0.000101285237422656,0.000103332653891542,"Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Aeromicrobium","Unassigned"
"ASV_2154",1.50874354457281,"nosig",0.0199332747642914,0.819717103680757,"nosig",0.174922922124407,-0.689026440892056,"nosig",0.32080824783345,9.80456407868218e-05,4.0022659651544e-05,5.80846948570304e-05,"Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Aeromicrobium","Unassigned"
"ASV_495",0.926736136611982,"nosig",0.0293707112813965,0.551242960381031,"nosig",0.184997199816363,-0.375493176230951,"nosig",0.390397769289526,0.000344886303313227,0.000220985042451133,0.000245527355918805,"Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Aeromicrobium","Unassigned"
"ASV_784",1.65484800683654,"nosig",0.0112081080728211,0.71730152962675,"nosig",0.242120445706958,-0.937546477209789,"nosig",0.160040851436224,0.000199197301821262,7.48185655586724e-05,0.000129507526547964,"Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Unassigned","Unassigned"
"ASV_682",1.79461571651576,"enriched",0.000429425655881828,1.04060112951636,"nosig",0.0302135670651326,-0.754014586999402,"nosig",0.161962603049926,0.000291785977297102,0.000100844746729281,0.000147483329425968,"Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Aeromicrobium","Unassigned"
"ASV_961",2.71390224635904,"enriched",0.000792031661796802,1.51302987010446,"nosig",0.0411014265882325,-1.20087237625458,"nosig",0.151306558870967,0.000201752213337023,3.50766924460014e-05,7.6834317820201e-05,"Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Unassigned","Unassigned"
"ASV_440",-0.246034271727614,"nosig",0.583197305746129,0.0361712025625863,"nosig",0.936744433281279,0.282205474290201,"nosig",0.528035739722421,0.000271774628875193,0.000402422175014997,0.000280935022370119,"Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Aeromicrobium","Aeromicrobium_marinum"
"ASV_675",1.14482106599589,"nosig",0.0333115208598987,0.358301729539672,"nosig",0.484320548680213,-0.786519336456215,"nosig",0.148860547478849,0.000242183292451199,0.000129890110201342,0.000196760679852948,"Actinobacteria","Actinobacteria","Actinomycetales","Intrasporangiaceae","Intrasporangium","Intrasporangium_oryzae"
"ASV_930",0.00803899272536161,"nosig",0.993001422125244,0.0909165168140858,"nosig",0.921851748002606,0.0828775240887242,"nosig",0.928474407974174,0.000100020049844086,0.000122005387423313,9.40652266032783e-05,"Actinobacteria","Actinobacteria","Actinomycetales","Cryptosporangiaceae","Cryptosporangium","Cryptosporangium_minutisporangium"
"ASV_20",1.08982303105664,"nosig",0.0793976893840137,-0.944295690697666,"nosig",0.12649007048599,-2.0341187217543,"nosig",0.00140663108616509,0.00584870561852088,0.00325593255066918,0.0109614402367639,"Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Amycolatopsis","Unassigned"
"ASV_23",1.56154713377173,"enriched",0.0012829709699656,0.409679972196608,"nosig",0.386852951462761,-1.15186716157512,"nosig",0.016545294968361,0.00735191159152557,0.00300581935631362,0.00569801018365124,"Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Amycolatopsis","Amycolatopsis_keratiniphila_subsp._keratiniphila"
"ASV_149",0.8570889547779,"nosig",0.300950917500233,0.153973949844573,"nosig",0.851245268803308,-0.703115004933326,"nosig",0.395191003617074,0.00113762075148311,0.000763971439470731,0.00106262046565412,"Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Amycolatopsis","Unassigned"
"ASV_69",3.29707629163665,"enriched",0.00266102585848694,2.92717228739877,"nosig",0.00669569464888794,-0.36990400423788,"nosig",0.714265533449847,0.00554636874120249,0.000731751339625501,0.000813482341345621,"Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Kibdelosporangium","Kibdelosporangium_phytohabitans"
"ASV_968",-3.19290083551165,"nosig",0.00670976419438533,-0.209400048851882,"nosig",0.852838850754664,2.98350078665976,"nosig",0.0100636397230455,4.59922289470676e-05,0.000495985481134517,5.87693805200645e-05,"Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Unassigned","Unassigned"
"ASV_116",2.91066422577034,"enriched",0.00241468751801031,1.65896024497808,"nosig",0.0695273868827836,-1.25170398079227,"nosig",0.169525326114838,0.00259564868728108,0.000474272020769611,0.000944935157428089,"Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Kibdelosporangium","Kibdelosporangium_phytohabitans"
"ASV_109",-1.17580201167639,"nosig",0.136848773147635,-1.80198485240868,"nosig",0.0246752416801573,-0.626182840732292,"nosig",0.421015043101246,0.000668356027702374,0.00176494763361471,0.00234208728218653,"Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Unassigned","Unassigned"
"ASV_416",0.631532195568804,"nosig",0.620281957909758,1.39279263559022,"nosig",0.282853287862987,0.76126044002142,"nosig",0.552505870841103,0.000473559638530713,0.000386010247514012,0.000180041772093946,"Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Actinophytocola","Unassigned"
"ASV_1064",-2.64466991197017,"nosig",0.0247987658666163,-1.72204274583208,"nosig",0.138971472876653,0.922627166138096,"nosig",0.392775292685019,2.45720736505333e-05,0.000191344328824676,8.95903635303603e-05,"Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Actinophytocola","Unassigned"
"ASV_1357",-0.0163932521583876,"nosig",0.989253148914445,-2.53805879166515,"nosig",0.0508590336811995,-2.52166553950676,"nosig",0.0506636158006757,3.24486101290775e-05,4.08809227172406e-05,0.000207508157392811,"Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Actinophytocola","Actinophytocola_timorensis"
"ASV_610",-0.214746741485871,"nosig",0.896582406049178,-3.76909263747733,"nosig",0.0386630169988797,-3.55434589599146,"nosig",0.0489518453986413,3.22863336561967e-05,4.05102319681842e-05,0.000502151385889201,"Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Unassigned","Unassigned"
"ASV_2151",-3.02994514639691,"nosig",0.0179839939116545,0.731667084069629,"nosig",0.58545776827027,3.76161223046654,"nosig",0.00486606781853424,9.29412665150307e-06,0.000119082380465986,4.48076854142022e-06,"Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Unassigned","Unassigned"
"ASV_1101",-0.618458635866372,"nosig",0.467065169821093,-1.23058087459376,"nosig",0.14521875398773,-0.612122238727389,"nosig",0.454407808675135,8.06516751765394e-05,0.000148001679563971,0.000196943987057902,"Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Unassigned","Unassigned"
"ASV_1121",1.12110813459667,"nosig",0.220176148858591,1.34423931715358,"nosig",0.147211767795298,0.223131182556911,"nosig",0.810945110701284,0.000159661728282767,9.78086089548458e-05,6.74604985768249e-05,"Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Pseudonocardia","Pseudonocardia_parietis"
"ASV_25",0.861435933224007,"nosig",0.217523785056549,0.395085045642537,"nosig",0.569327306458361,-0.46635088758147,"nosig",0.502338600558487,0.00678398966922463,0.00479954026270491,0.00578264777702825,"Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Actinophytocola","Actinophytocola_burenkhanensis"
"ASV_26",-0.184229892479309,"nosig",0.781633452839621,-0.350516740997882,"nosig",0.598187630242701,-0.166286848518574,"nosig",0.802305060170722,0.00432354254878288,0.0060489226430827,0.00599556432985328,"Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Actinophytocola","Actinophytocola_burenkhanensis"
"ASV_92",0.323820886962522,"nosig",0.584282330669112,-0.13955117695418,"nosig",0.813134691743697,-0.463372063916702,"nosig",0.433750364052722,0.00169753080896991,0.00165754528757371,0.00190113787648581,"Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Actinophytocola","Unassigned"
"ASV_1603",-4.16077016903138,"depleted",0.00184395049194296,-3.08947058172313,"nosig",0.0192919052544208,1.07129958730825,"nosig",0.331993587681569,4.61233337945667e-06,0.000173551201387196,6.23195721892425e-05,"Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Unassigned","Unassigned"
"ASV_289",-1.20948318911731,"nosig",0.0047334480894029,-0.802479274697013,"nosig",0.0626398502385895,0.407003914420292,"nosig",0.323151434988079,0.000341921095700884,0.00096178807738044,0.000629086094891288,"Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Arthrobacter","Unassigned"
"ASV_1188",-1.29758240724453,"nosig",0.0686557602826339,-0.724159411434394,"nosig",0.325834794061498,0.57342299581014,"nosig",0.390381731697201,4.46693031716197e-05,0.000141289545136214,8.05708089095777e-05,"Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Arthrobacter","Unassigned"
"ASV_2600",0.12858103997996,"nosig",0.863484880103034,-0.684470215940697,"nosig",0.332593535877642,-0.813051255920657,"nosig",0.247886237162831,4.52475763762313e-05,5.11947551055024e-05,7.57910490116085e-05,"Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Arthrobacter","Unassigned"
"ASV_2739",0.518947142074507,"nosig",0.643782559986383,-1.18009617962106,"nosig",0.248903256635733,-1.69904332169557,"nosig",0.106641816261119,1.5045739046702e-05,1.01187946491814e-05,3.57449712205013e-05,"Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Arthrobacter","Unassigned"
"ASV_1624",-0.423602761414878,"nosig",0.528087891526371,-0.57143419620338,"nosig",0.391013049865686,-0.147831434788502,"nosig",0.813620776741308,4.52556431893289e-05,7.60664890507608e-05,7.16061700271206e-05,"Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Arthrobacter","Unassigned"
"ASV_1799",1.55404862178671,"nosig",0.173539998915215,-2.37843335779294,"nosig",0.00649626928388481,-3.93248197957965,"depleted",8.95907647823877e-05,1.75800469707863e-05,5.20037026636297e-06,0.000110782286186438,"Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Arthrobacter","Unassigned"
"ASV_502",-0.653153850999809,"nosig",0.23780344157981,-0.169048198467807,"nosig",0.764123776056587,0.484105652532002,"nosig",0.376563340711615,0.000194798521701393,0.000365304271876038,0.0002239974923155,"Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Arthrobacter","Unassigned"
"ASV_2685",-0.503184594304335,"nosig",0.603772242664479,-0.713652370519828,"nosig",0.457978177313901,-0.210467776215492,"nosig",0.817881146535547,2.23949804550153e-05,3.98335782668772e-05,4.02790049267477e-05,"Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Arthrobacter","Unassigned"
"ASV_1619",-0.298989978184686,"nosig",0.661878508865532,0.00730308195121652,"nosig",0.99279552539705,0.306293060135902,"nosig",0.651681972718363,5.80010436127103e-05,9.08230779289315e-05,6.30523797697371e-05,"Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Arthrobacter","Unassigned"
"ASV_2090",-1.26399598052132,"nosig",0.170195106889358,-0.562095284638114,"nosig",0.568496199927463,0.701900695883209,"nosig",0.413113520815898,1.41386679832879e-05,4.54774329787273e-05,2.24167905323046e-05,"Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Arthrobacter","Unassigned"
"ASV_1860",-1.23245991796665,"nosig",0.0406398235182588,-0.866050443745068,"nosig",0.165854290199982,0.366409474221585,"nosig",0.499048369666802,4.59495695012016e-05,0.000136058276908784,8.97187417100294e-05,"Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Arthrobacter","Unassigned"
"ASV_2455",0.408264599012301,"nosig",0.622588024887234,1.40246230682902,"nosig",0.123177562898732,0.994197707816714,"nosig",0.281644091879806,4.86968024653868e-05,4.53721669247882e-05,1.80331425707582e-05,"Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Arthrobacter","Unassigned"
"ASV_2308",0.363327130786755,"nosig",0.618669625439996,0.583709702807181,"nosig",0.437659885923943,0.220382572020426,"nosig",0.773347579658322,5.36744840093542e-05,4.9754118535166e-05,3.548435084041e-05,"Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Arthrobacter","Arthrobacter_globiformis"
"ASV_1026",-0.220993117711447,"nosig",0.695135336637988,0.481484349928472,"nosig",0.415735431695893,0.702477467639919,"nosig",0.22625065208771,0.000136767178942829,0.00019084385278256,9.8497821968358e-05,"Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Arthrobacter","Unassigned"
"ASV_193",-0.0835940632370104,"nosig",0.86005109649365,-0.574365033147155,"nosig",0.223804874530914,-0.490770969910144,"nosig",0.296550863129297,0.0007036664820268,0.000885092653781236,0.00106740248515505,"Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Pseudonocardia","Unassigned"
