"","KO-OElogFC","KO-OElevel","KO-OEp","KO-WTlogFC","KO-WTlevel","KO-WTp","OE-WTlogFC","OE-WTlevel","OE-WTp","KO","OE","WT","phylum","class","order","family","genus","species"
"ASV_1066",0.90019677007625,"nosig",0.0836643706149086,0.694929179195724,"nosig",0.175561635988849,-0.205267590880526,"nosig",0.710069698967677,0.000138857710258909,9.04701333214898e-05,8.93096819484031e-05,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Unassigned","Unassigned"
"ASV_2259",-0.0537561058674911,"nosig",0.925540061507559,0.467570939905932,"nosig",0.441842126582367,0.521327045773423,"nosig",0.382650992737067,9.09331526931684e-05,0.000116677634946402,6.7053601454729e-05,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter","Unassigned"
"ASV_252",0.681870440270833,"nosig",0.145634277892959,-0.0315538477915817,"nosig",0.945321659333893,-0.713424288062414,"nosig",0.126889327515677,0.000626050751160394,0.000513376497445311,0.000695022609250721,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Unassigned","Unassigned"
"ASV_450",0.827966756069529,"nosig",0.0890426967842265,0.357565680917209,"nosig",0.453382964539007,-0.47040107515232,"nosig",0.338549664573412,0.000353421073053726,0.000244580279604067,0.000288859200202512,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Unassigned","Unassigned"
"ASV_820",2.4082747882761,"nosig",0.00789700689155453,1.93866325887719,"nosig",0.0282978528500416,-0.469611529398904,"nosig",0.606342667951639,0.000281907190105245,6.59802905871635e-05,8.07655288734172e-05,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Unassigned","Unassigned"
"ASV_2427",-1.50007075005022,"nosig",0.0759141247730066,-1.10087194772125,"nosig",0.208177913807869,0.399198802328968,"nosig",0.593762831679401,1.91539143321886e-05,7.06872729926112e-05,4.48927465212354e-05,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas","Arenimonas_donghaensis"
"ASV_393",0.665474108393534,"nosig",0.162369261576434,0.392081787073845,"nosig",0.406115939339004,-0.273392321319689,"nosig",0.568791602899424,0.000458362580073501,0.000360392526182272,0.00037465920343433,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter","Lysobacter_enzymogenes"
"ASV_933",0.383539875003154,"nosig",0.557908642291962,1.01155782037531,"nosig",0.140854284393521,0.628017945372154,"nosig",0.366772796000473,0.000126960355797401,0.000113402163036321,6.23549037812171e-05,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Unassigned","Unassigned"
"ASV_1981",-0.0338981281444041,"nosig",0.965443329385007,-1.03176228446068,"nosig",0.162415587654255,-0.997864156316273,"nosig",0.166724418714201,3.06066758079366e-05,4.00503409707995e-05,7.11404720427285e-05,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter","Unassigned"
"ASV_501",-2.0983190417423,"nosig",0.0886183330393204,-2.22969856190784,"nosig",0.0713320925804071,-0.131379520165541,"nosig",0.909936445241689,5.22734668854714e-05,0.000305706528741942,0.000308819853115766,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter","Lysobacter_brunescens"
"ASV_508",0.475037281019456,"nosig",0.266145816821105,0.391965710783946,"nosig",0.358100142679121,-0.0830715702355104,"nosig",0.84845137566912,0.000272280405687096,0.000246871021146481,0.000223657560545737,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Unassigned","Unassigned"
"ASV_853",1.60575140023925,"enriched",0.00199920462577998,1.41192182094027,"nosig",0.0059508730309364,-0.193829579298981,"nosig",0.734608472580304,0.000245429283186126,9.50887597395858e-05,9.37041214005618e-05,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter","Unassigned"
"ASV_2134",0.712759800549006,"nosig",0.419958362458929,-0.0772248304560816,"nosig",0.925568583278589,-0.789984631005088,"nosig",0.364334580475275,3.53263956160536e-05,2.47281978780484e-05,4.03899242480147e-05,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Unassigned","Unassigned"
"ASV_2875",-1.58374905841216,"nosig",0.0380854887980878,-0.959817124207103,"nosig",0.23456535516596,0.623931934205055,"nosig",0.360016057709924,2.2696538444213e-05,9.03971832400152e-05,4.9228020516768e-05,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Unassigned","Unassigned"
"ASV_1049",-0.651667462058746,"nosig",0.224998580053637,-0.0219081764017459,"nosig",0.970241347799957,0.629759285657,"nosig",0.235647200871883,7.27210119128825e-05,0.000140514205420265,7.56690324666386e-05,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Unassigned","Unassigned"
"ASV_2355",-0.246192652944818,"nosig",0.762661030814717,-0.847210155959191,"nosig",0.274907805709706,-0.601017503014373,"nosig",0.417530615576104,2.76106495243078e-05,3.98792382208637e-05,5.35737133550667e-05,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Unassigned","Unassigned"
"ASV_1720",0.605720937324291,"nosig",0.428727654469845,1.21128215130799,"nosig",0.136773569289298,0.605561213983702,"nosig",0.47017419554471,6.30448709919027e-05,5.08930117546917e-05,2.71040621599716e-05,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Pseudoxanthomonas","Pseudoxanthomonas_indica"
"ASV_184",1.26286079591218,"enriched",0.00274526054468067,0.859631296001065,"nosig",0.0385757511324571,-0.403229499911116,"nosig",0.341971190493773,0.00114467728259892,0.000592848849485477,0.000678656375079132,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter","Unassigned"
"ASV_2447",-0.892641838626305,"nosig",0.309786003879482,-0.197612941117796,"nosig",0.833125947856429,0.695028897508509,"nosig",0.413618909163089,1.73053992840325e-05,4.50714682821193e-05,2.23843099042219e-05,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Unassigned","Unassigned"
"ASV_436",0.291444859147042,"nosig",0.445630572664737,0.338025614681097,"nosig",0.379781137607595,0.0465807555340547,"nosig",0.904654785192745,0.000364350978509891,0.000355033364356376,0.000294152553782543,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter","Unassigned"
"ASV_758",1.21595609619604,"nosig",0.0121559552045767,1.11811978006535,"nosig",0.0206203829450047,-0.0978363161306875,"nosig",0.850953798665907,0.000250056052557453,0.000129162999536306,0.000120610360584249,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter","Lysobacter_terrae"
"ASV_1631",0.509845888633236,"nosig",0.669359453910665,-1.58687081703978,"nosig",0.174227502609069,-2.09671670567301,"nosig",0.0777411343573711,3.68244420692915e-05,3.07557828354855e-05,0.000117173432130384,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Rudaea","Rudaea_cellulosilytica"
"ASV_2044",1.89603400555103,"nosig",0.0393980037198305,0.614923640699211,"nosig",0.45497406521679,-1.28111036485182,"nosig",0.17913647529592,5.34006860504926e-05,1.51628122415039e-05,3.57961337352735e-05,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Unassigned","Unassigned"
"ASV_344",1.42273343629752,"enriched",5.73532776187739e-05,1.01420658828698,"nosig",0.00325698809051938,-0.408526848010544,"nosig",0.27089871108538,0.000643249726975473,0.000304211802942814,0.000339284701084147,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Unassigned","Unassigned"
"ASV_1355",1.28551363138118,"nosig",0.0650771295464004,-0.167212738230493,"nosig",0.788020722309454,-1.45272636961167,"nosig",0.0341260962489408,9.31990640903535e-05,4.48179718707345e-05,0.000111972710823053,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Unassigned","Unassigned"
"ASV_426",0.705824782190534,"nosig",0.0486596571400009,0.864770577873597,"nosig",0.0173089247595846,0.158945795683063,"nosig",0.671731586909997,0.000499189816751541,0.000376434696797941,0.000291669249638481,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Unassigned","Unassigned"
"ASV_361",0.27114093985668,"nosig",0.375011072456144,0.51326012591462,"nosig",0.102248703673779,0.24211918605794,"nosig",0.44538028711021,0.000426886817089136,0.00043803637531221,0.000312444257824451,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter","Unassigned"
"ASV_1530",-0.856823617540141,"nosig",0.20274494436831,0.401639500396232,"nosig",0.585517312086439,1.25846311793637,"nosig",0.0685070727126962,6.37366199193949e-05,0.000146714429433447,4.89442353866172e-05,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter","Lysobacter_korlensis"
"ASV_291",0.361064766358751,"nosig",0.393161460657733,0.0558823234638436,"nosig",0.893943031805129,-0.305182442894908,"nosig",0.469970962016033,0.000534417374796982,0.000509219543492924,0.000539790013794022,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Unassigned","Unassigned"
"ASV_1689",0.147575099600429,"nosig",0.845149547115992,-0.0249612771429397,"nosig",0.972640121901077,-0.172536376743369,"nosig",0.816472932354377,4.91616577929241e-05,5.49231996486938e-05,5.37654260681254e-05,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Unassigned","Unassigned"
"ASV_774",0.137325443843434,"nosig",0.751440324247369,-0.317583229689245,"nosig",0.445585525352656,-0.454908673532679,"nosig",0.273878374125035,0.00014927692765486,0.000166997696574309,0.000197594440665579,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Unassigned","Unassigned"
"ASV_2004",2.10285078264217,"nosig",0.0231559539559136,-0.136622576980862,"nosig",0.851197681075221,-2.23947335962303,"nosig",0.013444713517009,4.47786151092432e-05,9.95067007645236e-06,5.38241744587128e-05,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Unassigned","Unassigned"
"ASV_2339",0.316522133732585,"nosig",0.732264990465937,-0.296759840193719,"nosig",0.739856301476252,-0.613281973926304,"nosig",0.496279087572151,3.87949046174364e-05,3.98891972585062e-05,5.29526760120288e-05,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Rhodanobacter","Rhodanobacter_denitrificans"
"ASV_841",-0.774820451544824,"nosig",0.304716280573939,-1.74265198169447,"nosig",0.0174512741452157,-0.967831530149651,"nosig",0.160585899115882,5.40202973862206e-05,0.000115822738936072,0.000205838774021129,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Unassigned","Unassigned"
"ASV_1204",0.936652217619018,"nosig",0.140173518935626,0.277186559936963,"nosig",0.64603933733639,-0.659465657682055,"nosig",0.30583830996013,0.000104095387258133,6.53349260386916e-05,8.92738294752095e-05,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Unassigned","Unassigned"
"ASV_1862",1.55994163446071,"nosig",0.00863144519402347,0.847498097572617,"nosig",0.126234290282771,-0.712443536888095,"nosig",0.265728444668192,0.000126082701987972,5.0548993393774e-05,7.17038651727506e-05,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Unassigned","Unassigned"
"ASV_363",0.211292969306048,"nosig",0.739078792709269,-0.418616528956211,"nosig",0.50504919616246,-0.629909498262259,"nosig",0.316779522775323,0.000322583739591584,0.000354552053229754,0.000477451740119152,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Unassigned","Unassigned"
"ASV_1426",0.134459256934647,"nosig",0.815083003766153,-0.307582178724085,"nosig",0.577805495289771,-0.442041435658733,"nosig",0.422462112641215,7.14713193562074e-05,8.06184019549153e-05,9.35023030955953e-05,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Unassigned","Unassigned"
"ASV_676",0.365731793233525,"nosig",0.461797306418112,0.207719994074951,"nosig",0.674066415468188,-0.158011799158574,"nosig",0.752226197825642,0.000208208618730126,0.00019639662239316,0.000187587375160123,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Unassigned","Unassigned"
"ASV_2744",1.33757180394779,"nosig",0.131037754969861,1.72893262009599,"nosig",0.0654297609160515,0.391360816148201,"nosig",0.70805961667353,3.62886085991053e-05,1.52816630551777e-05,8.78808919043268e-06,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Unassigned","Unassigned"
"ASV_828",0.247198897766875,"nosig",0.603050169910614,0.295179753354179,"nosig",0.539688219438185,0.0479808555873039,"nosig",0.921239896671305,0.000126793643817909,0.000131091605586539,0.000107292400374802,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Unassigned","Unassigned"
"ASV_1600",1.70580528819738,"nosig",0.0325288082498847,-0.146084621695361,"nosig",0.830254250974475,-1.85188990989274,"nosig",0.0182785166639322,7.09755576424955e-05,2.49040916662371e-05,8.48740205558948e-05,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Unassigned","Unassigned"
"ASV_2694",0.137115526983849,"nosig",0.888271673874279,-0.455554996896464,"nosig",0.620555507311799,-0.592670523880313,"nosig",0.517168161767324,1.81789793179874e-05,2.04363912560667e-05,2.67198971506128e-05,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Unassigned","Unassigned"
"ASV_905",0.83849667106472,"nosig",0.0988615865352448,0.592631706206362,"nosig",0.23467000474119,-0.245864964858357,"nosig",0.64410057361605,0.000150201563514939,9.9744779353008e-05,0.000102650921794751,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Unassigned","Unassigned"
"ASV_2087",0.0365515170372361,"nosig",0.958512516953006,-0.503851388323709,"nosig",0.452296133067699,-0.540402905360945,"nosig",0.414245043527422,5.62548197414769e-05,6.61235881897681e-05,7.99485035843114e-05,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Unassigned","Unassigned"
"ASV_2456",-1.25640806129068,"nosig",0.156546871604985,-0.559071626257519,"nosig",0.559006789333146,0.697336435033161,"nosig",0.395091598742716,1.33010568124637e-05,4.56694925406009e-05,2.21677012260672e-05,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Unassigned","Unassigned"
"ASV_2451",0.686732577327485,"nosig",0.3200218220154,0.380826939194732,"nosig",0.572646224537138,-0.305905638132753,"nosig",0.666401727054569,6.61716403918932e-05,5.03641733590613e-05,5.33671064536396e-05,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Unassigned","Unassigned"
"ASV_2767",0.359956600566825,"nosig",0.591060518048246,0.698598089147436,"nosig",0.317023888037312,0.338641488580611,"nosig",0.633816582720611,6.37006510562643e-05,5.99516811237042e-05,4.03918706111797e-05,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Unassigned","Unassigned"
"ASV_371",0.201528030064417,"nosig",0.679741575471056,-0.251903386707182,"nosig",0.601058403415783,-0.453431416771599,"nosig",0.347667801218846,0.000371501876406174,0.000409163765120554,0.000494098305866286,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas","Unassigned"
"ASV_687",0.455273176059136,"nosig",0.457064471122995,1.25705223285472,"nosig",0.0498834643561509,0.801779056795585,"nosig",0.214080125382765,0.000214689095939028,0.000202189740253575,9.84257162042961e-05,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas","Arenimonas_daejeonensis"
"ASV_419",0.180768287719669,"nosig",0.794335227688107,0.855832640337491,"nosig",0.225512342221638,0.675064352617821,"nosig",0.337739671940092,0.000368747596245207,0.000429740975684781,0.000228438314416566,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas","Arenimonas_daejeonensis"
"ASV_411",0.622613929731341,"nosig",0.249804749923818,-0.0759329523070998,"nosig",0.885788336035124,-0.698546882038441,"nosig",0.194350970892412,0.000329487725833708,0.000271840655064964,0.000375435527579714,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas","Arenimonas_daejeonensis"
"ASV_1207",0.294519448125225,"nosig",0.666235065834955,0.151925172166376,"nosig",0.823361011440189,-0.142594275958849,"nosig",0.835068000547723,0.000102481667851697,0.000105783482692759,9.79453853464336e-05,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas","Unassigned"
"ASV_1679",0.559998575402276,"nosig",0.483472792898245,0.757443727832896,"nosig",0.353169090084639,0.19744515243062,"nosig",0.812637887847965,6.74850483378362e-05,5.58879940525644e-05,3.98699451651215e-05,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas","Unassigned"
"ASV_2263",0.508878207980108,"nosig",0.473800612940618,-0.0430781347890619,"nosig",0.949653034582593,-0.551956342769169,"nosig",0.432042618699439,5.48500614553878e-05,4.56447893985522e-05,5.80543780813066e-05,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas","Unassigned"
"ASV_2690",0.465741067997678,"nosig",0.536305451297959,-0.508311711411716,"nosig",0.455493068094516,-0.974052779409394,"nosig",0.167056422556751,4.04995150952004e-05,3.52260642596061e-05,6.28470333327707e-05,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas","Arenimonas_oryziterrae"
"ASV_1044",1.70208472921544,"enriched",0.00162856993426175,0.173979352211429,"nosig",0.70515184896674,-1.52810537700401,"nosig",0.00504247157972579,0.000152663494289881,5.44256504058985e-05,0.000142908402601514,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Unassigned","Unassigned"
"ASV_1157",-0.290880525640549,"nosig",0.613179557057396,0.625635244487723,"nosig",0.319384727342704,0.916515770128272,"nosig",0.12981633598526,8.45576231572877e-05,0.000129843028578076,5.81097021550745e-05,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Unassigned","Unassigned"
"ASV_1598",0.296523063836057,"nosig",0.62841482240761,0.253214050316858,"nosig",0.680185414151847,-0.0433090135191989,"nosig",0.943972660892712,7.79338735813429e-05,7.50327472486445e-05,6.67784607469439e-05,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Unassigned","Unassigned"
"ASV_2185",0.513119652048644,"nosig",0.481955660991622,0.208026503114893,"nosig",0.771453284416116,-0.305093148933751,"nosig",0.677785492426224,5.73597813868038e-05,5.02608348026979e-05,5.38030085435269e-05,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Unassigned","Unassigned"
"ASV_1735",-0.188561914166184,"nosig",0.779071300300454,0.0405377690899548,"nosig",0.952115387701136,0.229099683256139,"nosig",0.732069761260378,6.99543861807498e-05,9.66029843328661e-05,6.62936470257113e-05,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter","Unassigned"
"ASV_1074",1.07383243187801,"nosig",0.0257020959495213,0.865307772716728,"nosig",0.0678000600703708,-0.208524659161286,"nosig",0.691115277249683,0.00015801626749111,9.07593187321952e-05,8.92315120878845e-05,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas","Arenimonas_oryziterrae"
"ASV_1688",-0.761275323751837,"nosig",0.379895389513641,-0.368649124755451,"nosig",0.678223662406695,0.392626198996386,"nosig",0.638647297079018,3.06887478759556e-05,7.07969388930358e-05,4.49204310350898e-05,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas","Arenimonas_oryziterrae"
"ASV_2550",-0.16212535140431,"nosig",0.840496170253227,0.931988133821735,"nosig",0.300475551922751,1.09411348522605,"nosig",0.211931439973897,3.63013306302548e-05,5.07153229939695e-05,1.78117377783752e-05,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Unassigned","Unassigned"
"ASV_1310",1.57615704254766,"nosig",0.00960893262622975,0.388546533200404,"nosig",0.478721232672117,-1.18761050934725,"nosig",0.0562757920103012,0.000139530855254433,5.5319072782617e-05,0.000111157441050864,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas","Unassigned"
"ASV_1478",0.499757277694747,"nosig",0.480928039333696,-0.182214285863425,"nosig",0.784447343441896,-0.681971563558171,"nosig",0.322654686128768,5.68979531715391e-05,5.00010110472519e-05,7.14068264843058e-05,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas","Unassigned"
"ASV_1942",1.27304690155874,"nosig",0.127894028895718,0.812797173300517,"nosig",0.312469992528018,-0.46024972825822,"nosig",0.601595910702224,5.58454359007379e-05,2.56632596370119e-05,3.15316681389174e-05,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas","Unassigned"
"ASV_2120",-0.0774814953221381,"nosig",0.909355092063746,-0.128789287297543,"nosig",0.849770229309608,-0.0513077919754047,"nosig",0.938312899828172,5.41407155672537e-05,6.92392583985826e-05,6.25534114433776e-05,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas","Unassigned"
"ASV_2586",-0.0628305927627877,"nosig",0.939381794531594,0.0767378305002223,"nosig",0.928944143816246,0.13956842326301,"nosig",0.866737429082009,2.67369596346327e-05,3.54902878615376e-05,2.65579266475217e-05,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Unassigned","Unassigned"
"ASV_2222",0.519739691407032,"nosig",0.434665166034364,-0.00962687582685341,"nosig",0.988007515865262,-0.529366567233886,"nosig",0.422418555191734,7.25943425719949e-05,6.00025090770804e-05,7.632028277022e-05,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas","Arenimonas_oryziterrae"
"ASV_2117",-0.902381093699974,"nosig",0.209662504118411,-1.23743361013727,"nosig",0.0763611417729853,-0.335052516437296,"nosig",0.585221168363444,2.77117847931137e-05,6.52443862006462e-05,7.15885911051741e-05,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Unassigned","Unassigned"
"ASV_2370",0.75771772828439,"nosig",0.453658886554007,-1.18574590822039,"nosig",0.174587429013793,-1.94346363650478,"nosig",0.0349941581682194,2.21309872707508e-05,1.52250172439193e-05,5.81540720618102e-05,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Unassigned","Unassigned"
"ASV_2309",1.18104558246848,"nosig",0.251839631071698,-0.842024808412435,"nosig",0.330508287780598,-2.02307039088092,"nosig",0.0350221616179391,2.1960282253635e-05,1.01975625885382e-05,4.43408769472994e-05,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Unassigned","Unassigned"
"ASV_81",0.304105093174105,"nosig",0.449699310880681,-0.236752690633609,"nosig",0.5543125164234,-0.540857783807714,"nosig",0.178314265870089,0.00199039598597417,0.00197784205791956,0.00249789618963085,"Proteobacteria","Deltaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned"
"ASV_392",0.695069749695025,"nosig",0.206432618142607,-0.269412933244214,"nosig",0.613068515623167,-0.96448268293924,"nosig",0.0773070898880693,0.000322339856271307,0.000237843676840985,0.000409890075976889,"Proteobacteria","Deltaproteobacteria","Myxococcales","Unassigned","Unassigned","Unassigned"
"ASV_2336",0.85383187242226,"nosig",0.354830830142628,-0.407439630766227,"nosig",0.624466818876343,-1.26127150318849,"nosig",0.154797555388566,3.00471560828884e-05,2.01537918561477e-05,4.4210432340921e-05,"Proteobacteria","Deltaproteobacteria","Myxococcales","Unassigned","Unassigned","Unassigned"
"ASV_899",-0.648987595691719,"nosig",0.285647738188904,-0.997911331434152,"nosig",0.0940798342563592,-0.348923735742433,"nosig",0.531381573374999,6.99161300775185e-05,0.00013080226379079,0.000142291988837451,"Proteobacteria","Deltaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned"
"ASV_1378",0.367397740744884,"nosig",0.61402908541762,-0.667313883316943,"nosig",0.32532899196555,-1.03471162406183,"nosig",0.133779982613825,5.81285825274274e-05,5.5737200569681e-05,9.77873525236133e-05,"Proteobacteria","Deltaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned"
"ASV_2402",1.12644613368199,"nosig",0.237701329411403,0.221170880879105,"nosig",0.799899925162922,-0.905275252802885,"nosig",0.351344747861842,3.19210953474061e-05,1.51215461625137e-05,2.64789670731183e-05,"Proteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned"
"ASV_1454",1.32659934262503,"nosig",0.048094153652571,0.0673907751858742,"nosig",0.908317875432648,-1.25920856743916,"nosig",0.0606300641391564,7.8303405377048e-05,3.50531486486242e-05,7.59240133340796e-05,"Proteobacteria","Deltaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned"
"ASV_2674",0.111905509516416,"nosig",0.91330472644069,-1.16278564514346,"nosig",0.208807153451459,-1.27469115465987,"nosig",0.163944724068061,1.31703136961019e-05,1.51031882530387e-05,3.55748939603758e-05,"Proteobacteria","Deltaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned"
"ASV_114",0.949596143466845,"enriched",0.000132286244720269,0.214616972432219,"nosig",0.374365144196713,-0.734979171034626,"nosig",0.00313643326429966,0.00200072474042886,0.00129913267328166,0.00184978599889175,"Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae","Sandaracinus","Sandaracinus_amylolyticus"
"ASV_1900",0.373832142006676,"nosig",0.590828802833237,-0.316035794038053,"nosig",0.628827507690986,-0.689867936044728,"nosig",0.302097435776244,5.25730993657059e-05,4.97942014094829e-05,7.13210719608005e-05,"Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae","Sandaracinus","Sandaracinus_amylolyticus"
"ASV_1791",-0.12227675450783,"nosig",0.865111091783861,-0.996325954375977,"nosig",0.138964309670744,-0.874049199868147,"nosig",0.180121390264379,3.99955767126708e-05,5.56945128214121e-05,8.97640138764266e-05,"Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae","Sandaracinus","Sandaracinus_amylolyticus"
"ASV_2503",0.819571577329269,"nosig",0.371541957543836,0.509643570116354,"nosig",0.570150786305536,-0.309928007212914,"nosig",0.742940221198012,3.10159497929553e-05,1.99906967862769e-05,2.21534854186354e-05,"Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae","Sandaracinus","Sandaracinus_amylolyticus"
"ASV_1112",0.0089307532999059,"nosig",0.988355563890363,-0.640861990800532,"nosig",0.261806961758023,-0.649792744100438,"nosig",0.248716245968418,8.39192355658651e-05,0.000105627759675092,0.000142530294170844,"Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae","Sandaracinus","Sandaracinus_amylolyticus"
"ASV_2284",-1.06256437771785,"nosig",0.231052013843275,-1.26465466889679,"nosig",0.150830766519111,-0.202090291178941,"nosig",0.796769483712928,1.83751085514648e-05,5.02578625969803e-05,4.87148363829766e-05,"Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae","Sandaracinus","Sandaracinus_amylolyticus"
