ASV_1	otu005286	93.540	387	19	6	1	383	763	1147	7.72e-163	571
ASV_2	otu018461	98.118	372	7	0	1	372	786	1157	0.0	649
ASV_3	otu007179	98.925	372	4	0	1	372	790	1161	0.0	665
ASV_4	otu012897	99.462	372	2	0	1	372	790	1161	0.0	676
ASV_6	otu007781	98.387	372	6	0	1	372	790	1161	0.0	654
ASV_7	otu002199	97.838	370	8	0	1	370	787	1156	0.0	640
ASV_8	otu014834	100.000	385	0	0	1	385	769	1153	0.0	712
ASV_9	otu000228	100.000	377	0	0	1	377	770	1146	0.0	697
ASV_10	otu009558	98.158	380	7	0	1	380	736	1115	0.0	664
ASV_11	otu016370	97.849	372	8	0	1	372	789	1160	0.0	643
ASV_12	otu016828	97.808	365	8	0	1	365	787	1151	1.21e-180	630
ASV_13	otu016919	99.468	376	2	0	1	376	790	1165	0.0	684
ASV_14	otu007781	98.387	372	6	0	1	372	790	1161	0.0	654
ASV_15	otu013672	100.000	380	0	0	1	380	742	1121	0.0	702
ASV_16	otu016598	98.442	385	6	0	1	385	768	1152	0.0	678
ASV_17	otu007781	98.656	372	5	0	1	372	790	1161	0.0	660
ASV_18	otu018143	97.625	379	5	4	1	377	770	1146	0.0	647
ASV_19	otu018143	96.570	379	9	4	1	377	770	1146	5.74e-179	625
ASV_20	otu017740	100.000	377	0	0	1	377	767	1143	0.0	697
ASV_21	otu014905	100.000	377	0	0	1	377	771	1147	0.0	697
ASV_22	otu000374	96.842	380	12	0	1	380	738	1117	0.0	636
ASV_23	otu007716	100.000	377	0	0	1	377	771	1147	0.0	697
ASV_24	otu014875	98.148	378	7	0	1	378	742	1119	0.0	660
ASV_25	otu014227	95.000	380	14	5	1	377	770	1147	5.83e-169	592
ASV_26	otu014227	95.263	380	13	5	1	377	770	1147	1.25e-170	597
ASV_27	otu017752	100.000	380	0	0	1	380	742	1121	0.0	702
ASV_28	otu001134	95.767	378	14	1	1	376	783	1160	5.77e-174	608
ASV_29	otu009558	97.632	380	9	0	1	380	736	1115	0.0	652
ASV_30	otu015589	98.925	372	4	0	1	372	786	1157	0.0	665
ASV_31	otu000228	99.204	377	3	0	1	377	770	1146	0.0	680
ASV_32	otu018461	98.387	372	6	0	1	372	786	1157	0.0	654
ASV_33	otu000461	93.351	376	25	0	1	376	792	1167	2.12e-158	556
ASV_34	otu014822	94.987	379	15	4	1	377	772	1148	5.83e-169	592
ASV_35	otu007575	93.122	378	21	3	1	377	792	1165	3.56e-156	549
ASV_36	otu014917	98.656	372	5	0	1	372	790	1161	0.0	660
ASV_37	otu000461	93.351	376	25	0	1	376	792	1167	2.12e-158	556
ASV_38	otu014917	98.656	372	5	0	1	372	790	1161	0.0	660
ASV_39	otu007781	98.656	372	5	0	1	372	790	1161	0.0	660
ASV_40	otu006013	88.591	298	28	6	59	353	803	1097	2.25e-98	357
ASV_41	otu011049	98.387	372	6	0	1	372	792	1163	0.0	654
ASV_42	otu018143	98.674	377	5	0	1	377	770	1146	0.0	669
ASV_43	otu018019	100.000	379	0	0	1	379	805	1183	0.0	701
ASV_44	otu018461	100.000	372	0	0	1	372	786	1157	0.0	688
ASV_45	otu012753	98.939	377	4	0	1	377	770	1146	0.0	675
ASV_46	otu000461	98.936	376	4	0	1	376	792	1167	0.0	673
ASV_47	otu017473	100.000	376	0	0	1	376	788	1163	0.0	695
ASV_48	otu011307	100.000	380	0	0	1	380	738	1117	0.0	702
ASV_49	otu012753	98.408	377	6	0	1	377	770	1146	0.0	664
ASV_50	otu014917	98.118	372	7	0	1	372	790	1161	0.0	649
ASV_51	otu013398	99.189	370	3	0	1	370	785	1154	0.0	667
ASV_52	otu005934	97.606	376	9	0	1	376	769	1144	0.0	645
ASV_53	otu016958	98.417	379	6	0	1	379	784	1162	0.0	667
ASV_54	otu000922	91.885	382	28	3	1	380	806	1186	1.30e-150	531
ASV_55	otu013694	98.925	372	4	0	1	372	787	1158	0.0	665
ASV_56	otu008140	98.143	377	7	0	1	377	738	1114	0.0	658
ASV_57	otu016370	98.925	372	4	0	1	372	789	1160	0.0	665
ASV_58	otu007781	98.387	372	6	0	1	372	790	1161	0.0	654
ASV_59	otu006042	100.000	375	0	0	1	375	770	1144	0.0	693
ASV_60	otu007781	98.387	372	6	0	1	372	790	1161	0.0	654
ASV_61	otu014016	98.396	374	2	4	1	372	790	1161	0.0	654
ASV_62	otu012522	100.000	380	0	0	1	380	738	1117	0.0	702
ASV_63	otu009290	98.667	375	5	0	1	375	737	1111	0.0	665
ASV_64	otu006590	91.906	383	26	5	1	380	806	1186	1.30e-150	531
ASV_65	otu008016	97.090	378	11	0	1	378	742	1119	0.0	638
ASV_66	otu006628	92.126	381	26	4	1	379	737	1115	1.00e-151	534
ASV_67	otu017829	100.000	378	0	0	1	378	790	1167	0.0	699
ASV_68	otu012889	93.651	378	20	3	1	375	738	1114	4.57e-160	562
ASV_69	otu010583	99.206	378	3	0	1	378	769	1146	0.0	682
ASV_70	otu014189	98.681	379	5	0	1	379	796	1174	0.0	673
ASV_71	otu001398	100.000	380	0	0	1	380	740	1119	0.0	702
ASV_72	otu013346	100.000	376	0	0	1	376	788	1163	0.0	695
ASV_73	otu011049	98.925	372	4	0	1	372	792	1163	0.0	665
ASV_74	otu013672	99.737	380	1	0	1	380	742	1121	0.0	697
ASV_75	otu017473	99.734	376	1	0	1	376	788	1163	0.0	689
ASV_76	otu015959	99.736	379	1	0	1	379	796	1174	0.0	695
ASV_77	otu000461	99.202	376	3	0	1	376	792	1167	0.0	678
ASV_78	otu005822	86.517	356	39	8	1	353	747	1096	3.72e-106	383
ASV_79	otu018461	97.849	372	8	0	1	372	786	1157	0.0	643
ASV_80	otu017664	99.736	379	1	0	1	379	796	1174	0.0	695
ASV_81	otu013214	91.099	382	28	4	1	379	809	1187	4.69e-145	512
ASV_82	otu016857	94.315	387	14	7	1	383	762	1144	2.76e-167	586
ASV_83	otu016859	98.387	372	6	0	1	372	790	1161	0.0	654
ASV_84	otu000922	90.838	382	32	3	1	380	806	1186	6.09e-144	508
ASV_85	otu012492	99.731	372	1	0	1	372	790	1161	0.0	682
ASV_86	otu011444	98.939	377	4	0	1	377	768	1144	0.0	675
ASV_87	otu006042	99.467	375	2	0	1	375	770	1144	0.0	682
ASV_88	otu000922	91.099	382	31	3	1	380	806	1186	1.31e-145	514
ASV_89	otu000461	98.138	376	7	0	1	376	792	1167	0.0	656
ASV_90	otu014729	99.735	378	1	0	1	378	790	1167	0.0	693
ASV_91	otu000922	91.361	382	30	3	1	380	806	1186	2.81e-147	520
ASV_92	otu014227	95.263	380	13	5	1	377	770	1147	1.25e-170	597
ASV_93	otu009610	98.153	379	7	0	1	379	798	1176	0.0	662
ASV_94	otu007781	97.581	372	9	0	1	372	790	1161	0.0	638
ASV_95	otu014905	95.503	378	15	2	1	377	771	1147	2.69e-172	603
ASV_96	otu008140	98.942	378	2	2	1	377	738	1114	0.0	675
ASV_97	otu018461	97.849	372	8	0	1	372	786	1157	0.0	643
ASV_98	otu016854	99.462	372	2	0	1	372	767	1138	0.0	676
ASV_99	otu014917	97.581	372	9	0	1	372	790	1161	0.0	638
ASV_100	otu004705	100.000	372	0	0	1	372	788	1159	0.0	688
ASV_101	otu016423	89.501	381	39	1	1	381	804	1183	1.33e-135	481
ASV_102	otu000461	91.755	376	31	0	1	376	792	1167	2.15e-148	523
ASV_103	otu008615	100.000	380	0	0	1	380	736	1115	0.0	702
ASV_104	otu000528	100.000	376	0	0	1	376	790	1165	0.0	695
ASV_105	otu011418	98.939	377	4	0	1	377	738	1114	0.0	675
ASV_106	otu017159	99.221	385	3	0	1	385	769	1153	0.0	695
ASV_107	otu007781	97.312	372	10	0	1	372	790	1161	0.0	632
ASV_108	otu011488	99.737	380	1	0	1	380	738	1117	0.0	697
ASV_109	otu010583	97.619	378	8	1	1	377	769	1146	0.0	647
ASV_110	otu014077	87.831	378	37	8	1	373	812	1185	1.04e-121	435
ASV_111	otu018461	98.118	372	7	0	1	372	786	1157	0.0	649
ASV_112	otu002623	98.936	376	4	0	1	376	794	1169	0.0	673
ASV_113	otu016958	99.472	379	2	0	1	379	784	1162	0.0	689
ASV_114	otu016423	99.474	380	2	0	1	380	804	1183	0.0	691
ASV_115	otu012492	98.387	372	6	0	1	372	790	1161	0.0	654
ASV_116	otu010583	100.000	378	0	0	1	378	769	1146	0.0	699
ASV_117	otu006933	99.204	377	3	0	1	377	768	1144	0.0	680
ASV_118	otu017128	100.000	376	0	0	1	376	790	1165	0.0	695
ASV_119	otu000461	99.202	376	3	0	1	376	792	1167	0.0	678
ASV_120	otu011217	99.469	377	1	1	1	376	772	1148	0.0	684
ASV_121	otu002924	89.295	383	33	8	1	379	806	1184	2.21e-133	473
ASV_122	otu005765	87.263	369	37	10	1	364	760	1123	4.85e-115	412
ASV_123	otu007781	97.581	372	9	0	1	372	790	1161	0.0	638
ASV_124	otu000922	90.838	382	32	3	1	380	806	1186	6.09e-144	508
ASV_125	otu005286	94.588	388	18	3	1	388	763	1147	1.29e-170	597
ASV_126	otu016110	95.479	376	16	1	1	375	781	1156	3.46e-171	599
ASV_127	otu007781	98.118	372	7	0	1	372	790	1161	0.0	649
ASV_128	otu018461	97.855	373	6	2	1	372	786	1157	0.0	643
ASV_129	otu009558	97.368	380	10	0	1	380	736	1115	0.0	647
ASV_130	otu000922	92.147	382	27	3	1	380	806	1186	2.79e-152	536
ASV_132	otu000161	97.849	372	8	0	1	372	788	1159	0.0	643
ASV_133	otu015959	99.208	379	3	0	1	379	796	1174	0.0	684
ASV_134	otu017619	98.421	380	6	0	1	380	736	1115	0.0	669
ASV_135	otu005286	96.883	385	12	0	1	385	763	1147	0.0	645
ASV_136	otu013694	99.731	372	1	0	1	372	787	1158	0.0	682
ASV_137	otu016110	93.995	383	15	2	1	382	781	1156	2.14e-163	573
ASV_138	otu014905	95.238	378	16	2	1	377	771	1147	1.25e-170	597
ASV_140	otu003890	97.632	380	9	0	1	380	740	1119	0.0	652
ASV_141	otu015939	98.656	372	5	0	1	372	785	1156	0.0	660
ASV_142	otu012889	93.651	378	20	3	1	375	738	1114	4.57e-160	562
ASV_143	otu018010	92.388	381	23	4	1	378	790	1167	7.72e-153	538
ASV_144	otu016370	98.387	372	6	0	1	372	789	1160	0.0	654
ASV_145	otu015911	98.925	372	4	0	1	372	786	1157	0.0	665
ASV_146	otu000922	90.052	382	35	3	1	380	806	1186	6.13e-139	492
ASV_147	otu009290	98.933	375	4	0	1	375	737	1111	0.0	671
ASV_148	otu000374	98.684	380	5	0	1	380	738	1117	0.0	675
ASV_149	otu017740	99.469	377	2	0	1	377	767	1143	0.0	686
ASV_150	otu007781	97.849	372	8	0	1	372	790	1161	0.0	643
ASV_151	otu000232	85.593	354	47	4	1	352	747	1098	1.02e-101	368
ASV_152	otu018209	99.474	380	2	0	1	380	796	1175	0.0	691
ASV_153	otu000461	99.202	376	3	0	1	376	792	1167	0.0	678
ASV_154	otu012753	98.939	377	4	0	1	377	770	1146	0.0	675
ASV_155	otu016110	96.552	377	10	3	1	375	781	1156	7.39e-178	621
ASV_156	otu017093	96.552	377	13	0	1	377	737	1113	5.74e-179	625
ASV_157	otu018054	99.211	380	3	0	1	380	740	1119	0.0	686
ASV_158	otu007000	98.408	377	6	0	1	377	768	1144	0.0	664
ASV_159	otu011115	99.481	385	2	0	1	385	769	1153	0.0	701
ASV_160	otu010547	98.939	377	4	0	1	377	739	1115	0.0	675
ASV_161	otu010077	89.067	375	38	3	1	373	786	1159	4.71e-130	462
ASV_162	otu008953	89.501	381	35	5	1	380	740	1116	1.72e-134	477
ASV_163	otu005765	88.076	369	34	10	1	364	760	1123	4.82e-120	429
ASV_164	otu000461	94.164	377	21	1	1	377	792	1167	2.11e-163	573
ASV_165	otu013398	98.649	370	5	0	1	370	785	1154	0.0	656
ASV_166	otu007781	98.656	372	5	0	1	372	790	1161	0.0	660
ASV_167	otu018461	98.387	372	6	0	1	372	786	1157	0.0	654
ASV_168	otu009420	90.374	374	34	2	1	373	790	1162	2.16e-138	490
ASV_169	otu016370	98.118	372	7	0	1	372	789	1160	0.0	649
ASV_170	otu009867	96.850	381	12	0	1	381	737	1117	0.0	638
ASV_171	otu005934	97.347	377	8	2	1	376	769	1144	0.0	640
ASV_172	otu018208	100.000	379	0	0	1	379	801	1179	0.0	701
ASV_173	otu017768	97.354	378	10	0	1	378	807	1184	0.0	643
ASV_174	otu014834	99.481	385	2	0	1	385	769	1153	0.0	701
ASV_175	otu015939	98.118	372	7	0	1	372	785	1156	0.0	649
ASV_176	otu000048	98.947	380	4	0	1	380	740	1119	0.0	680
ASV_177	otu013398	99.459	370	2	0	1	370	785	1154	0.0	673
ASV_178	otu016958	98.153	379	7	0	1	379	784	1162	0.0	662
ASV_179	otu012019	100.000	380	0	0	1	380	740	1119	0.0	702
ASV_180	otu001813	88.556	367	37	5	1	364	770	1134	2.23e-123	440
ASV_181	otu000461	98.936	376	4	0	1	376	792	1167	0.0	673
ASV_182	otu001417	98.148	378	7	0	1	378	740	1117	0.0	660
ASV_183	otu000922	91.099	382	31	3	1	380	806	1186	1.31e-145	514
ASV_184	otu009704	96.842	380	10	2	1	379	796	1174	0.0	634
